id,url,title,views,likes,comments,shares,score
7357368246493891845,https://www.tiktok.com/@_lukasmax/video/7357368246493891845,manual ai galera! #carjams #dubsmash #musica #vibedodia ,12100,1379,12,17,7.789766
7305130113845316870,https://www.tiktok.com/@_lukasmax/video/7305130113845316870,essa musica foi um surto meu? ✨  @Ananda #carjams #dubsmash #musica #...,16300,1087,5,2,7.780273
7157088430839631110,https://www.tiktok.com/@_lukasmax/video/7157088430839631110,E eu acho que gosto mesmo de você… ✨#carjams #dubsmash #legenda #musica ,20700,626,8,27,7.780247
7131733847854664966,https://www.tiktok.com/@_lukasmax/video/7131733847854664966,A gente se perdeu e não se encontrou mais... 🥲 #singing #carjams #lir...,17000,794,2,25,7.732965
7163379865733942533,https://www.tiktok.com/@_lukasmax/video/7163379865733942533,vou dizer de novo! ✨ #carjams #dubsmash #legenda #letras #tradução ,23600,419,6,8,7.707295
7144472046108495109,https://www.tiktok.com/@_lukasmax/video/7144472046108495109,Não preciso de uma cura de mim mesmo! ✨ #musica #legenda #dubsmashcha...,19800,598,2,3,7.683139
7141097335672655130,https://www.tiktok.com/@_lukasmax/video/7141097335672655130,"Você é um perigo, que dá vontade de correr. ✨ #dubsmash #letra #music...",18800,546,4,20,7.673449
7150745775612366086,https://www.tiktok.com/@_lukasmax/video/7150745775612366086,Dias de chuva também merecem um pouco de felicidade! ✨ #carjams #dubs...,19600,554,3,7,7.667226
7509286954010266886,https://www.tiktok.com/@_lukasmax/video/7509286954010266886,essa é a melhor parte de música sim.,12600,970,7,13,7.643855
7137320777388395782,https://www.tiktok.com/@_lukasmax/video/7137320777388395782,Eu penso o tempo todo! ✨ #carjams #dubsmash #musica #letras #dublagem ,17900,480,6,9,7.588432
7140363629819481350,https://www.tiktok.com/@_lukasmax/video/7140363629819481350,"Sei que ce não vale nada, mas só quero você… ✨ #carjams #musica #dubs...",17800,352,2,16,7.522746
7125745920976653573,https://www.tiktok.com/@_lukasmax/video/7125745920976653573,Vai dizer que só eu fico cantando sozinho #CapCut #taylorswift #mean,13000,575,16,7,7.479876
7129168180697713925,https://www.tiktok.com/@_lukasmax/video/7129168180697713925,Lets get #physical 🎵,14700,434,4,14,7.465345
7133380842617064709,https://www.tiktok.com/@_lukasmax/video/7133380842617064709,Você sonha com sonhos impossiveis? #taylorswift #carjams #lirycs ,15000,380,1,2,7.395351
7147409518463290630,https://www.tiktok.com/@_lukasmax/video/7147409518463290630,Eu sei que é meio difícil amar alguém como eu… #carjams #dubsmash #mu...,15800,276,3,4,7.353912
7102164197076634886,https://www.tiktok.com/@_lukasmax/video/7102164197076634886,Só eu que volto do trabalho animado? 🤪,11900,471,2,1,7.330852
7409035059522735365,https://www.tiktok.com/@_lukasmax/video/7409035059522735365,essa vai pro mozao! ,7017,768,6,10,7.306788
7296865269857668358,https://www.tiktok.com/@_lukasmax/video/7296865269857668358,"voce não anda bem, precisa relaxar! ✨ #carjams #dubsmash #musica #vib...",10100,456,4,9,7.266635
7097594574901710085,https://www.tiktok.com/@_lukasmax/video/7097594574901710085,É meme,10700,317,2,4,7.167891
7123650713695112454,https://www.tiktok.com/@_lukasmax/video/7123650713695112454,#Cachorrinhas #DiadoAmigo,10600,182,2,0,6.992104
7384781588619463942,https://www.tiktok.com/@_lukasmax/video/7384781588619463942,im so juliaaa #carjams #dubsmash #vibedodia #traducao ,7089,293,4,12,6.970647
7092861820154711301,https://www.tiktok.com/@_lukasmax/video/7092861820154711301,#fy,8903,181,3,2,6.908744
7087406480164474117,https://www.tiktok.com/@_lukasmax/video/7087406480164474117,Não dá pra ser tiktokeeerr 😡 inferno,8450,211,1,0,6.898294
7101805204806405382,https://www.tiktok.com/@_lukasmax/video/7101805204806405382,#sunroof,9720,104,1,0,6.794526
6830189877028490502,https://www.tiktok.com/@_lukasmax/video/6830189877028490502,#foryou #fouryoupage #instax #instaxmini90 #instaxmini9,5680,164,2,8,6.673941
7379709129310358789,https://www.tiktok.com/@_lukasmax/video/7379709129310358789,viciado nessa pedrada aqui! #carjams #dubsmash #musica #vibedodia #tr...,4237,166,2,4,6.490523
7039738793309637893,https://www.tiktok.com/@_lukasmax/video/7039738793309637893,#dancinginthedark #fy,5823,67,3,2,6.43563
6978117221792894214,https://www.tiktok.com/@_lukasmax/video/6978117221792894214,Accidentally in Love 💞🌈 #fy #cringe,4495,101,2,2,6.370607
6819476835722595590,https://www.tiktok.com/@_lukasmax/video/6819476835722595590,@jamesolaya1 #teletubbies #paidecachorro #maedepet #desafiochallenge ...,3393,179,1,1,6.368841
7439699697830284599,https://www.tiktok.com/@_lukasmax/video/7439699697830284599,that's how we howling 🐺 #carjams #dubsmash #vibedodia #traducao #musi...,2763,174,4,4,6.307427
7024692283316489478,https://www.tiktok.com/@_lukasmax/video/7024692283316489478,#fy,4933,69,0,0,6.281047
7404588313635523845,https://www.tiktok.com/@_lukasmax/video/7404588313635523845,@LISA servindo....,2498,169,2,3,6.22982
6843428822872804613,https://www.tiktok.com/@_lukasmax/video/6843428822872804613,#tiktokemcasa,3536,64,2,2,6.127669
7467680638980721925,https://www.tiktok.com/@_lukasmax/video/7467680638980721925,@ROSÉ #carjams #dubsmash #vibedodia #traducao #musica ,2190,122,2,7,6.109545
7619341364228050183,https://www.tiktok.com/@_lukasmax/video/7619341364228050183,no repeat. @Luísa Sonza ,1193,69,2,1,5.554343
7652161207738092808,https://www.tiktok.com/@_lukasmax/video/7652161207738092808,Pra ouvir hoje!,599,43,3,3,5.188253
